ID	Dia setmana	Mes	Dia	Hora	Any	Rt	Likes	Matí(0)/Tarda(1)
945955643529285000	Wed	Dec	27	9:52:55	2017	49	109	0
945939887747928000	Wed	Dec	27	8:50:18	2017	9	0	0
945929241777938000	Wed	Dec	27	8:08:00	2017	25	108	0
945957433297588000	Wed	Dec	27	10:00:01	2017	2	0	0
944128926057746000	Fri	Dec	22	8:54:11	2017	1	3	0
943061703704694000	Tue	Dec	19	10:13:26	2017	0	1	0
945640336604499000	Tue	Dec	26	13:00:00	2017	2	0	0
944650911321903000	Sat	Dec	23	19:28:22	2017	1	6	0
945716144987693000	Tue	Dec	26	18:01:14	2017	12	37	0
945645644148101000	Tue	Dec	26	13:21:05	2017	23	80	0
945937043170955000	Wed	Dec	27	8:39:00	2017	56	121	0
945722881656287000	Tue	Dec	26	18:28:00	2017	81	183	0
945663493365264000	Tue	Dec	26	14:32:01	2017	65	154	0
945430100216082000	Mon	Dec	25	23:04:35	2017	109	696	0
945392064149295000	Mon	Dec	25	20:33:27	2017	37	0	0
944934285903003000	Sun	Dec	24	14:14:24	2017	32	0	0
945776233438236000	Tue	Dec	26	22:00:00	2017	3	6	0
945678091807895000	Tue	Dec	26	15:30:01	2017	0	3	0
945564842814971000	Tue	Dec	26	8:00:00	2017	1	5	0
945413850161037000	Mon	Dec	25	22:00:01	2017	8	18	0
945387421222367000	Mon	Dec	25	20:15:00	2017	0	5	0
945944686946119000	Wed	Dec	27	9:09:22	2017	0	0	0
945940654877761000	Wed	Dec	27	8:53:21	2017	0	0	0
945571056496111000	Tue	Dec	26	8:24:42	2017	115	0	0
945408199959642000	Mon	Dec	25	21:37:34	2017	18	0	0
945403845102002000	Mon	Dec	25	21:20:16	2017	6	0	0
945402725520560000	Mon	Dec	25	21:15:49	2017	27	0	0
945402600379346000	Mon	Dec	25	21:15:19	2017	21	0	0
943548781919916000	Wed	Dec	20	18:28:54	2017	7	53	0
941420905825275000	Thu	Dec	14	21:33:29	2017	22	150	0
940878171867631000	Wed	Dec	13	9:36:51	2017	12769	109532	0
945941368001744000	Wed	Dec	27	8:56:11	2017	3	0	0
943569493904842000	Wed	Dec	20	19:51:12	2017	4	7	0
943566506776055000	Wed	Dec	20	19:39:20	2017	3	5	0
945683205348384000	Tue	Dec	26	15:50:20	2017	1	0	0
944145492891414000	Fri	Dec	22	10:00:01	2017	0	1	0
943856084762144000	Thu	Dec	21	14:50:01	2017	3	0	0
943856020299894000	Thu	Dec	21	14:49:45	2017	8	0	0
945783828865576000	Tue	Dec	26	22:30:11	2017	5	11	0
