ID	Dia setmana	Mes	Dia	Hora	Any	Rt	Likes	Matí(0)/Tarda(1)
946166314112086000	Wed	Dec	27	23:50:02	2017	18	0	0
944703406119247000	Sat	Dec	23	22:56:58	2017	50	0	0
944505375642079000	Sat	Dec	23	9:50:04	2017	24	0	0
946671333508878000	Fri	Dec	29	9:16:48	2017	41	249	0
946851834097950000	Fri	Dec	29	21:14:03	2017	4	7	0
946479879620476000	Thu	Dec	28	20:36:02	2017	6	5	0
946414511950585000	Thu	Dec	28	16:16:17	2017	1	3	0
947016932271763000	Sat	Dec	30	8:10:06	2017	12	4	0
946881865402724000	Fri	Dec	29	23:13:23	2017	48	16	0
931483346999312000	Fri	Nov	17	11:25:10	2017	0	0	0
946878501851881000	Fri	Dec	29	23:00:01	2017	9	24	0
942322853067726000	Sun	Dec	17	9:17:30	2017	13	112	0
941972208150233000	Sat	Dec	16	10:04:10	2017	28	263	0
941602402225995000	Fri	Dec	15	9:34:41	2017	14	178	0
946833444734226000	Fri	Dec	29	20:00:59	2017	4	3	0
946828412437651000	Fri	Dec	29	19:40:59	2017	3	8	0
946787641063854000	Fri	Dec	29	16:58:58	2017	5	6	0
947040256796319000	Sat	Dec	30	9:42:47	2017	0	12	0
946697800821157000	Fri	Dec	29	11:01:59	2017	3	0	0
946679705180295000	Fri	Dec	29	9:50:04	2017	4	0	0
946727750395744000	Fri	Dec	29	13:00:59	2017	0	3	0
946674759840026000	Fri	Dec	29	9:30:25	2017	1	3	0
946659623372812000	Fri	Dec	29	8:30:16	2017	3	3	0
946365429714472000	Thu	Dec	28	13:01:15	2017	0	4	0
945430901386825000	Mon	Dec	25	23:07:46	2017	369	1847	0
939536083305549000	Sat	Dec	9	16:43:52	2017	77	761	0
936624893285797000	Fri	Dec	1	15:55:50	2017	57	412	0
934168923444076000	Fri	Nov	24	21:16:42	2017	16	0	0
946852097428877000	Fri	Dec	29	21:15:06	2017	7	34	0
946667132737245000	Fri	Dec	29	9:00:07	2017	200	380	0
946104658526748000	Wed	Dec	27	19:45:03	2017	12	65	0
946677962463678000	Fri	Dec	29	9:43:09	2017	21	28	0
946659857704288000	Fri	Dec	29	8:31:12	2017	15	63	0
946349768422428000	Thu	Dec	28	11:59:01	2017	109	344	0
944129134455910000	Fri	Dec	22	8:55:01	2017	6	31	0
940554633944162000	Tue	Dec	12	12:11:14	2017	6	0	0
946705098322907000	Fri	Dec	29	11:30:59	2017	12	13	0
946704312234856000	Fri	Dec	29	11:27:51	2017	1	3	0
946697979414634000	Fri	Dec	29	11:02:41	2017	4	0	0
946344944163278000	Thu	Dec	28	11:39:51	2017	5	7	0
943760911550107000	Thu	Dec	21	8:31:50	2017	2487	30551	0
942150784388681000	Sat	Dec	16	21:53:45	2017	2189	26777	0
938390565913276000	Wed	Dec	6	12:52:00	2017	3774	33666	0
937101388580081000	Sat	Dec	2	23:29:16	2017	2994	27981	0
934804914106195000	Sun	Nov	26	15:23:54	2017	3640	36703	0
946750550946787000	Fri	Dec	29	14:31:35	2017	0	2	0
946466985529020000	Thu	Dec	28	19:44:48	2017	205	1045	0
946496300564013000	Thu	Dec	28	21:41:17	2017	32	137	0
946334564653428000	Thu	Dec	28	10:58:36	2017	14	25	0
946329216651538000	Thu	Dec	28	10:37:21	2017	5	5	0
946829916909252000	Fri	Dec	29	19:46:58	2017	3	22	0
946828822867038000	Fri	Dec	29	19:42:37	2017	1	13	0
946812697370349000	Fri	Dec	29	18:38:32	2017	2	14	0
946790026570067000	Fri	Dec	29	17:08:27	2017	0	0	0
946816876088348000	Fri	Dec	29	18:55:08	2017	0	1	0
946731029888471000	Fri	Dec	29	13:14:01	2017	10	0	0
946743182997573000	Fri	Dec	29	14:02:19	2017	42	145	0
946684216410075000	Fri	Dec	29	10:08:00	2017	4	36	0
947022201236094000	Sat	Dec	30	8:31:02	2017	8	17	0
946969351562899000	Sat	Dec	30	5:01:01	2017	10	9	0
946758959687335000	Fri	Dec	29	15:05:00	2017	1	0	0
946440618955427000	Thu	Dec	28	18:00:02	2017	0	3	0
946380530009882000	Thu	Dec	28	14:01:15	2017	510	1484	0
945202963445895000	Mon	Dec	25	8:02:02	2017	198	973	0
946656117802831000	Fri	Dec	29	8:16:21	2017	7	0	0
946298519702441000	Thu	Dec	28	8:35:23	2017	3	0	0
946040610812809000	Wed	Dec	27	15:30:32	2017	5	12	0
946836999071137000	Fri	Dec	29	20:15:06	2017	1	1	0
946843390783651000	Fri	Dec	29	20:40:30	2017	888	0	0
946790037370359000	Fri	Dec	29	17:08:30	2017	11	43	0
946773004448616000	Fri	Dec	29	16:00:49	2017	1497	2172	0
938897875999670000	Thu	Dec	7	22:27:52	2017	96	810	0
934855913810280000	Sun	Nov	26	18:46:33	2017	140	1340	0
946925053819568000	Sat	Dec	30	2:05:00	2017	44	89	0
946743859790233000	Fri	Dec	29	14:05:00	2017	88	103	0
946719000330997000	Fri	Dec	29	12:26:13	2017	127	0	0
946381491663024000	Thu	Dec	28	14:05:05	2017	249	243	0
946078579816878000	Wed	Dec	27	18:01:25	2017	2	4	0
944145709028306000	Fri	Dec	22	10:00:53	2017	12	26	0
945592429637447000	Tue	Dec	26	9:49:38	2017	11	11	0
944176458955722000	Fri	Dec	22	12:03:04	2017	6	16	0
944132245031448000	Fri	Dec	22	9:07:23	2017	4	24	0
943827651030110000	Thu	Dec	21	12:57:02	2017	4	6	0
942852539250302000	Mon	Dec	18	20:22:17	2017	4	3	0
943413847897071000	Wed	Dec	20	9:32:43	2017	15	0	0
943184590696464000	Tue	Dec	19	18:21:44	2017	11	28	0
945009682833293000	Sun	Dec	24	19:14:00	2017	48	75	0
944181685054296000	Fri	Dec	22	12:23:50	2017	7	52	0
944171042645344000	Fri	Dec	22	11:41:33	2017	5	18	0
944170279433068000	Fri	Dec	22	11:38:31	2017	3	5	0
